search_role,title,company,location,description,salary_min,salary_max,created,category
data analyst,Senior Azure Data Engineer,Wall Street Consulting Services LLC,"Hyderabad, Telangana","Job description: Job Title: Senior Azure Data Engineer Location: Onsite in Rayadurgam, Hyderabad Employment Type: Full-time Experience Level: 8 Years Interview: 1st Round Video call Screen and 2nd Round Face to Face Interview at Hyderabad Office Note: Looking for Someone who Can Join in 15 to 30days Kindly Share your resumes to dkannoji@wscs.ai Job Summary: We are seeking a highly skilled Senior Azure Data Engineer to design, develop, and optimize data pipelines and solutions within the Microso…",,,2025-12-25T13:35:57Z,IT Jobs
data analyst,Lead AI Engineer,Sosuv Consulting,"Bangalore, Karnataka","Company Profile: We are a product and services firm in the UK, and India focussed on the financial services domain. Our clients are the world's major fintech players. We are looking for intelligent, talented and motivated individuals who are up for a challenge and believe in our vision. We are an equal opportunity employer. We value diversity and inclusion and encourage all qualified individuals to apply. What we offer: Highly competitive compensation, performance-based bonuses, and comprehensi…",,,2025-12-26T08:36:32Z,IT Jobs
data analyst,Analyst-Data Management and Analytics-Data Ops/Data Analyst,EXL,"Noida, Ghaziabad","Description Job Title: Power BI Developer Job Summary Consultant will be responsible for working with stakeholders to identify and define self-service analytics solutions, dashboards and best practice, actionable BI reports. Key to this role is enterprise BI design and collaboration with the client team to ensure design is repeatable, lean, and maintainable across a large organization. The Senior BI Consultant must have a strong fundamental understanding of data warehousing, data modeling and d…",,,2025-10-18T14:53:49Z,IT Jobs
data analyst,Product Manager,Inspire Brands Hyderabad Support Center,"Hyderabad, Telangana","POSITION TITLE: Data Product Manager PURPOSE OF THE POSITION: Job Summary: Inspire is a data driven company that thrives on availability of clean and robust data, supported by strong data products to drive value for the company. These data products form a cornerstone capability for Inspire to increase value for the company and its franchisees. The Data Product manager at Inspire will be the custodian for driving interactions with various stakeholder teams at Inspire including Marketing, Analyti…",,,2025-12-11T08:52:41Z,IT Jobs
data analyst,Pyspark and DataBricks 5years of expereince,PTS Consulting,India,"Company Description PTS Consulting is a prominent player in the IT services and consulting sector, with a strong focus on serving clients in South East Asia, the US, India, and Australia. The company provides end-to-end consulting services, bridging the gap between business vision and its practical implementation. Its core practice areas encompass management consulting, technology advisory, and comprehensive implementation services. Committed to continuous improvement and innovation, PTS Consul…",,,2025-12-24T10:19:34Z,IT Jobs
data analyst,Senior Data Engineer,Stolt-Nielsen Digital Innovation Centre,"Hyderabad, Telangana","About the Role: Were looking for a Senior Data Engineer with strong Databricks, Python, and SQL skills to build and optimize the data infrastructure that powers our analytics and AI initiatives. In this role, youll design and maintain reliable data pipelines, ensure data quality and performance, and enable data-driven decision-making across the organization. We believe that Data Engineers become only more relevant in the age of Generative AI, as we are transitioning to using solutions like Data…",,,2025-12-18T08:55:11Z,IT Jobs
data analyst,Data Engineer,Stolt-Nielsen Digital Innovation Centre,"Hyderabad, Telangana","About the Role: Were looking for a Data Engineer with strong Databricks, Python, and SQL skills to build and optimize the data infrastructure that powers our analytics and AI initiatives. In this role, youll design and maintain reliable data pipelines, ensure data quality and performance, and enable data-driven decision-making across the organization. We believe that Data Engineers become only more relevant in the age of Generative AI, as we are transitioning to using solutions like Databricks …",,,2025-12-12T08:53:28Z,IT Jobs
data analyst,Machine Learning Engineer,Tata Consultancy Services,India,"TCS Virtual Drive - Machine Learning Engineer Greetings from Tata Consultancy Services  TCS is hiring fo r Machine Learning Engineer Experience : 7 - 20 yrs Location: Pan India Required Skills: 8 years of experience (3 years in AI/Gen AI is must). Locations: PAN India, preferably Pune, Chennai, Hyderabad, Kolkata, NCR, Mumbai Required Skills: Degree in computer science, artificial intelligence, or IT. Strong knowledge of AI methodologies, including generative models, machine learning (ML), rein…",,,2025-12-24T10:18:26Z,IT Jobs
data analyst,ETL Developer - IBM DataStage,Ubique Systems,"Bangalore, Karnataka",Position ETL Developer - IBM DataStage Work location Remote No. of Position 2 Mode FTE Notice period Immediate Mode of Interview MS Teams Year of Experience 6 to 8 Years Job Description: We are looking for experienced ETL developers with expertise in IBM DataStage and Netezza SQL scripting to join this project. Below are the key responsibilities and required qualifications: Key Responsibilities: Develop and maintain ETL pipelines using IBM DataStage to integrate data into Netezza databases. Wri…,,,2025-12-24T10:13:03Z,IT Jobs
data analyst,Data Analyst - IKA India Private Limited,IKA India,"Bangalore, Karnataka","Data Analyst responsibilities include: Interpreting data, analyzing results using statistical techniques Developing and implementing data analyses, data collection systems and other strategies that optimize statistical efficiency and quality Acquiring data from primary or secondary data sources and maintaining databases Job brief We are looking for a passionate certified Data Analyst. The successful candidate will turn data into information, information into insight and insight into business de…",,,2024-07-31T03:10:28Z,IT Jobs
data analyst,Data Unveil - Data Analyst - SQL/Python,Data Unveil,"Hyderabad, Telangana","Description About Us Data Unveil is the next generation provider of best-in-class data aggregation services. Our solutions and methodologies have been honed over the past 10 years by experienced practitioners who have collectively supported 100 brands, 100 data partners and 25 new drug launches. Our integrated capabilities create a differentiated value proposition for our clients. We have the business knowledge to help define your solution, the technical expertise to bring it to life, and the o…",,,2025-12-17T20:02:41Z,IT Jobs
data analyst,Online Data Analyst - Malayalam Speaker (Thiruvananthapuram),TELUS Digital AI Data Solutions,"Thiruvananthapuram, Kerala","Are you a detail-oriented individual with a passion for research and a good understanding of national and local geography? This freelance opportunity allows you to work at your own pace and from the comfort of your own home. A Day in the Life of an Online Data Analyst: In this role, you will be working on a project aimed at enhancing the content and quality of digital maps that are used by millions of people worldwide Completing research and evaluation tasks in a web-based environment such as v…",,,2025-12-17T20:02:36Z,Scientific & QA Jobs
data analyst,Online Data Analyst - Hindi Speaker (Lucknow),TELUS Digital AI Data Solutions,"Lucknow, Uttar Pradesh","Are you a detail-oriented individual with a passion for research and a good understanding of national and local geography? This freelance opportunity allows you to work at your own pace and from the comfort of your own home. A Day in the Life of an Online Data Analyst: In this role, you will be working on a project aimed at enhancing the content and quality of digital maps that are used by millions of people worldwide Completing research and evaluation tasks in a web-based environment such as v…",,,2025-12-17T20:02:36Z,Scientific & QA Jobs
